time,v_sweep,i_pulldown,i_gndclamp,i_pullup,i_powerclamp
0.8950010000,1.1700000000,2.160539489e-02,1.422789927e-09,-1.769195833e-02,-2.878864602e-09
0.8960010000,1.1750000000,2.164271267e-02,1.423004882e-09,-1.773790414e-02,-2.879072436e-09
0.8970010000,1.1800000000,2.167961943e-02,1.423219550e-09,-1.778360969e-02,-2.879279533e-09
0.8980010000,1.1850000000,2.171611582e-02,1.423434347e-09,-1.782907512e-02,-2.879487367e-09
0.8990010000,1.1900000000,2.175220251e-02,1.423649145e-09,-1.787430058e-02,-2.879696240e-09
0.9000010000,1.1950000000,2.178788015e-02,1.423863472e-09,-1.791928623e-02,-2.879904594e-09
0.9010010000,1.2000000000,2.182314939e-02,1.424078936e-09,-1.796403222e-02,-2.880111171e-09
0.9020010000,1.2050000000,2.185801089e-02,1.424293826e-09,-1.800853868e-02,-2.880319005e-09
0.9030010000,1.2100000000,2.189246530e-02,1.424508310e-09,-1.805280577e-02,-2.880527878e-09
0.9040010000,1.2150000000,2.192651327e-02,1.424723866e-09,-1.809683364e-02,-2.880735712e-09
0.9050010000,1.2200000000,2.196015546e-02,1.424938767e-09,-1.814062244e-02,-2.880944065e-09
0.9060010000,1.2250000000,2.199339250e-02,1.425153933e-09,-1.818417231e-02,-2.881152419e-09
0.9070010000,1.2300000000,2.202622506e-02,1.425369278e-09,-1.822748340e-02,-2.881360772e-09
0.9080010000,1.2350000000,2.205865377e-02,1.425584352e-09,-1.827055587e-02,-2.881567869e-09
0.9090010000,1.2400000000,2.209067928e-02,1.425799632e-09,-1.831338986e-02,-2.881776223e-09
0.9100010000,1.2450000000,2.212230223e-02,1.426015096e-09,-1.835598551e-02,-2.881984057e-09
0.9110010000,1.2500000000,2.215352328e-02,1.426230311e-09,-1.839834298e-02,-2.882191673e-09
0.9120010000,1.2550000000,2.218434306e-02,1.426445396e-09,-1.844046240e-02,-2.882401283e-09
0.9130010000,1.2600000000,2.221476221e-02,1.426661423e-09,-1.848234395e-02,-2.882609637e-09
0.9140010000,1.2650000000,2.224478137e-02,1.426877710e-09,-1.852398774e-02,-2.882817471e-09
0.9150010000,1.2700000000,2.227440119e-02,1.427092741e-09,-1.856539395e-02,-2.883026344e-09
0.9160010000,1.2750000000,2.230362229e-02,1.427308649e-09,-1.860656270e-02,-2.883234698e-09
0.9170010000,1.2800000000,2.233244533e-02,1.427524205e-09,-1.864749416e-02,-2.883442531e-09
0.9180010000,1.2850000000,2.236087092e-02,1.427740687e-09,-1.868818846e-02,-2.883650885e-09
