ctime,v_sweep,i_pulldown,i_gndclamp,i_pullup,i_powerclamp
0.5960010000,-0.3250000000,-1.312391182e-02,-1.791569018e-09,9.362773614e-03,2.160853551e-09
0.5970010000,-0.3200000000,-1.292578500e-02,-1.628427103e-09,9.216609022e-03,1.834764481e-09
0.5980010000,-0.3150000000,-1.272749970e-02,-1.496472814e-09,9.070482033e-03,1.571056035e-09
0.5990010000,-0.3100000000,-1.252905747e-02,-1.389737986e-09,8.924393823e-03,1.357783691e-09
0.6000010000,-0.3050000000,-1.233045987e-02,-1.303395938e-09,8.778345581e-03,1.185298576e-09
0.6010010000,-0.3000000000,-1.213170850e-02,-1.233543906e-09,8.632338505e-03,1.045789562e-09
0.6020010000,-0.2950000000,-1.193280495e-02,-1.177026165e-09,8.486373807e-03,9.329519743e-10
0.6030010000,-0.2900000000,-1.173375087e-02,-1.131290443e-09,8.340452710e-03,8.416789144e-10
0.6040010000,-0.2850000000,-1.153454789e-02,-1.094273716e-09,8.194576447e-03,7.678423156e-10
0.6050010000,-0.2800000000,-1.133519769e-02,-1.064306945e-09,8.048746265e-03,7.081073086e-10
0.6060010000,-0.2750000000,-1.113570196e-02,-1.040041161e-09,7.902963419e-03,6.597718873e-10
0.6070010000,-0.2700000000,-1.093606242e-02,-1.020385161e-09,7.757229179e-03,6.206581040e-10
0.6080010000,-0.2650000000,-1.073628080e-02,-1.004456945e-09,7.611544823e-03,5.889972636e-10
0.6090010000,-0.2600000000,-1.053635887e-02,-9.915427328e-10,7.465911644e-03,5.633670854e-10
0.6100010000,-0.2550000000,-1.033629840e-02,-9.810659230e-10,7.320330943e-03,5.426130812e-10
0.6110010000,-0.2500000000,-1.013610121e-02,-9.725599989e-10,7.174804036e-03,5.257961728e-10
0.6120010000,-0.2450000000,-9.935769117e-03,-9.656479192e-10,7.029332250e-03,5.121724628e-10
0.6130010000,-0.2400000000,-9.735303985e-03,-9.600242563e-10,6.883916921e-03,5.011228530e-10
0.6140010000,-0.2350000000,-9.534707690e-03,-9.554429005e-10,6.738559402e-03,4.921572627e-10
0.6150010000,-0.2300000000,-9.333982134e-03,-9.517039298e-10,6.593261055e-03,4.848770894e-10
0.6160010000,-0.2250000000,-9.133129247e-03,-9.486467477e-10,6.448023255e-03,4.789601391e-10
0.6170010000,-0.2200000000,-8.932150981e-03,-9.461402216e-10,6.302847389e-03,4.741437046e-10
0.6180010000,-0.2150000000,-8.731049319e-03,-9.440790958e-10,6.157734857e-03,4.702203902e-10
0.6190010000,-0.2100000000,-8.529826265e-03,-9.423783985e-10,6.012687073e-03,4.670180995e-10
0.6200010000,-0.2050000000,-8.328483853e-03,-9.409690486e-10,5.867705462e-03,4.643953809e-10
0.6210010000,-0.2000000000,-8.127024144e-03,-9.397951359e-10,5.722791464e-03,4.622449795e-10
0.6220010000,-0.1950000000,-7.925449225e-03,-9.388118535e-10,5.577946531e-03,4.604742974e-10
0.6230010000,-0.1900000000,-7.723761213e-03,-9.379823327e-10,5.433172127e-03,4.590180556e-10
0.6240010000,-0.1850000000,-7.521962253e-03,-9.372775252e-10,5.288469733e-03,4.578040717e-10
0.6250010000,-0.1800000000,-7.320054518e-03,-9.366734490e-10,5.143840842e-03,4.567937206e-10
0.6260010000,-0.1750000000,-7.118040212e-03,-9.361506460e-10,4.999286959e-03,4.559452452e-10
0.6270010000,-0.1700000000,-6.915921567e-03,-9.356938084e-10,4.854809607e-03,4.552308973e-10
0.6280010000,-0.1650000000,-6.713700847e-03,-9.352902058e-10,4.710410320e-03,4.546204705e-10
0.6290010000,-0.1600000000,-6.511380347e-03,-9.349295645e-10,4.566090648e-03,4.540973125e-10
0.6300010000,-0.1550000000,-6.308962393e-03,-9.346038245e-10,4.421852156e-03,4.536436597e-10
0.6310010000,-0.1500000000,-6.106449341e-03,-9.343062373e-10,4.277696422e-03,4.532459663e-10
0.6320010000,-0.1450000000,-5.903843584e-03,-9.340313382e-10,4.133625041e-03,4.528944581e-10
0.6330010000,-0.1400000000,-5.701147543e-03,-9.337748804e-10,3.989639623e-03,4.525798157e-10
0.6340010000,-0.1350000000,-5.498363676e-03,-9.335332450e-10,3.845741791e-03,4.522938139e-10
0.6350010000,-0.1300000000,-5.295494474e-03,-9.333036492e-10,3.701933186e-03,4.520326894e-10
0.6360010000,-0.1250000000,-5.092542462e-03,-9.330839179e-10,3.558215466e-03,4.517919889e-10
0.6370010000,-0.1200000000,-4.889510201e-03,-9.328718474e-10,3.414590301e-03,4.515659454e-10
0.6380010000,-0.1150000000,-4.686400288e-03,-9.326662652e-10,3.271059381e-03,4.513498949e-10
0.6390010000,-0.1100000000,-4.483215356e-03,-9.324657488e-10,3.127624410e-03,4.511480553e-10
0.6400010000,-0.1050000000,-4.279958074e-03,-9.322694340e-10,2.984287110e-03,4.509537673e-10
0.6410010000,-0.1000000000,-4.076631152e-03,-9.320771084e-10,2.841049220e-03,4.507656924e-10
0.6420010000,-9.500000000e-02,-3.873237334e-03,-9.318907324e-10,2.697912495e-03,4.505909444e-10
0.6430010000,-9.000000000e-02,-3.669779406e-03,-9.317056716e-10,2.554878708e-03,4.504179727e-10
0.6440010000,-8.500000000e-02,-3.466260193e-03,-9.315214280e-10,2.411949650e-03,4.502485537e-10
0.6450010000,-8.000000000e-02,-3.262682560e-03,-9.313380985e-10,2.269127129e-03,4.500806921e-10
0.6460010000,-7.500000000e-02,-3.059049412e-03,-9.311555046e-10,2.126412972e-03,4.499130495e-10
0.6470010000,-7.000000000e-02,-2.855363697e-03,-9.309735682e-10,1.983809023e-03,4.497476294e-10
0.6480010000,-6.500000000e-02,-2.651628406e-03,-9.307921990e-10,1.841317145e-03,4.495817631e-10
0.6490010000,-6.000000000e-02,-2.447846571e-03,-9.306112896e-10,1.698939221e-03,4.494194496e-10
0.6500010000,-5.500000000e-02,-2.244021270e-03,-9.304307914e-10,1.556677152e-03,4.492546946e-10
0.6510010000,-5.000000000e-02,-2.040155624e-03,-9.302505864e-10,1.414532858e-03,4.490912697e-10
0.6520010000,-4.500000000e-02,-1.836252801e-03,-9.300706354e-10,1.272508280e-03,4.489300675e-10
0.6530010000,-4.000000000e-02,-1.632316014e-03,-9.298908788e-10,1.130605376e-03,4.487699764e-10
0.6540010000,-3.500000000e-02,-1.428348523e-03,-9.297113278e-10,9.888261281e-04,4.486052214e-10
0.6550010000,-3.000000000e-02,-1.224353637e-03,-9.295318488e-10,8.471725354e-04,4.484464606e-10
0.6560010000,-2.500000000e-02,-1.020334714e-03,-9.293524808e-10,7.056466194e-04,4.482852583e-10
0.6570010000,-2.000000000e-02,-8.162951591e-04,-9.291732147e-10,5.642504223e-04,4.481251673e-10
0.6580010000,-1.500000000e-02,-6.122384303e-04,-9.289939929e-10,4.229860074e-04,4.479639650e-10
0.6590010000,-1.000000000e-02,-4.081680359e-04,-9.288148298e-10,2.818554596e-04,4.478063154e-10
0.6600010000,-5.000000000e-03,-2.040875368e-04,-9.286357066e-10,1.408608858e-04,4.476462244e-10
0.6610010000,0.,-1.604872459e-08,-9.284569479e-10,8.570024354e-09,4.474852410e-10
0.6620010000,5.000000000e-03,2.036421096e-04,-9.282783561e-10,-1.405920832e-04,4.473262613e-10
0.6630010000,1.000000000e-02,4.064672939e-04,-9.280991289e-10,-2.808281538e-04,4.471650590e-10
0.6640010000,1.500000000e-02,6.084519929e-04,-9.279198624e-10,-4.206974320e-04,4.470038567e-10
0.6650010000,2.000000000e-02,8.095979829e-04,-9.277405409e-10,-5.602001993e-04,4.468462071e-10
0.6660010000,2.500000000e-02,1.009907037e-03,-9.275611803e-10,-6.993367369e-04,4.466814521e-10
0.6670010000,3.000000000e-02,1.209380924e-03,-9.273817698e-10,-8.381073257e-04,4.465202498e-10
0.6680010000,3.500000000e-02,1.408021411e-03,-9.272023256e-10,-9.765122467e-04,4.463603777e-10
0.6690010000,4.000000000e-02,1.605830259e-03,-9.270227824e-10,-1.114551780e-03,4.461985103e-10
0.6700010000,4.500000000e-02,1.802809226e-03,-9.268431898e-10,-1.252226207e-03,4.460355317e-10
0.6710010000,5.000000000e-02,1.998960069e-03,-9.266635374e-10,-1.389535807e-03,4.458741105e-10
0.6720010000,5.500000000e-02,2.194284539e-03,-9.264838251e-10,-1.526480860e-03,4.457106857e-10
0.6730010000,6.000000000e-02,2.388784383e-03,-9.263039775e-10,-1.663061646e-03,4.455481532e-10
0.6740010000,6.500000000e-02,2.582461346e-03,-9.261240345e-10,-1.799278444e-03,4.453858396e-10
0.6750010000,7.000000000e-02,2.775317168e-03,-9.259439509e-10,-1.935131534e-03,4.452224148e-10
0.6760010000,7.500000000e-02,2.967353588e-03,-9.257637009e-10,-2.070621195e-03,4.450581060e-10
0.6770010000,8.000000000e-02,3.158572337e-03,-9.255832289e-10,-2.205747705e-03,4.448926859e-10
0.6780010000,8.500000000e-02,3.348975148e-03,-9.254022227e-10,-2.340511343e-03,4.447292611e-10
0.6790010000,9.000000000e-02,3.538563745e-03,-9.252207707e-10,-2.474912388e-03,4.445607344e-10
0.6800010000,9.500000000e-02,3.727339852e-03,-9.250381115e-10,-2.608951118e-03,4.443942031e-10
0.6810010000,0.1000000000,3.915305189e-03,-9.248612151e-10,-2.742627811e-03,4.442340869e-10
0.6820010000,0.1050000000,4.102461471e-03,-9.246927717e-10,-2.875942744e-03,4.440951100e-10
0.6830010000,0.1100000000,4.288810410e-03,-9.245130351e-10,-3.008896196e-03,4.439310201e-10
0.6840010000,0.1150000000,4.474353716e-03,-9.243333782e-10,-3.141488443e-03,4.437667113e-10
0.6850010000,0.1200000000,4.659093093e-03,-9.241536625e-10,-3.273719762e-03,4.436037327e-10
0.6860010000,0.1250000000,4.843030244e-03,-9.239738391e-10,-3.405590432e-03,4.434400889e-10
0.6870010000,0.1300000000,5.026166866e-03,-9.237941373e-10,-3.537100727e-03,4.432759990e-10
0.6880010000,0.1350000000,5.208504654e-03,-9.236142168e-10,-3.668250925e-03,4.431119091e-10
0.6890010000,0.1400000000,5.390045299e-03,-9.234345115e-10,-3.799041302e-03,4.429482654e-10
0.6900010000,0.1450000000,5.570790489e-03,-9.232545632e-10,-3.929472134e-03,4.427835104e-10
0.6910010000,0.1500000000,5.750741907e-03,-9.230747155e-10,-4.059543697e-03,4.426194204e-10
0.6920010000,0.1550000000,5.929901235e-03,-9.228947777e-10,-4.189256267e-03,4.424546654e-10
0.6930010000,0.1600000000,6.108270148e-03,-9.227149233e-10,-4.318610118e-03,4.422910217e-10
0.6940010000,0.1650000000,6.285850322e-03,-9.225348639e-10,-4.447605527e-03,4.421244904e-10
0.6950010000,0.1700000000,6.462643425e-03,-9.223549470e-10,-4.576242768e-03,4.419604004e-10
0.6960010000,0.1750000000,6.638651124e-03,-9.221749780e-10,-4.704522115e-03,4.417956454e-10
0.6970010000,0.1800000000,6.813875082e-03,-9.219948596e-10,-4.832443844e-03,4.416308904e-10
0.6980010000,0.1850000000,6.988316959e-03,-9.218147379e-10,-4.960008229e-03,4.414654703e-10
0.6990010000,0.1900000000,7.161978410e-03,-9.216348315e-10,-5.087215543e-03,4.413007153e-10
0.7000010000,0.1950000000,7.334861088e-03,-9.214547964e-10,-5.214066061e-03,4.411330727e-10
0.7010010000,0.2000000000,7.506966642e-03,-9.212746157e-10,-5.340560057e-03,4.409694290e-10
0.7020010000,0.2050000000,7.678296718e-03,-9.210944144e-10,-5.466697804e-03,4.408035627e-10
0.7030010000,0.2100000000,7.848852957e-03,-9.209142960e-10,-5.592479574e-03,4.406370313e-10
0.7040010000,0.2150000000,8.018636997e-03,-9.207340945e-10,-5.717905642e-03,4.404733876e-10
0.7050010000,0.2200000000,8.187650475e-03,-9.205539140e-10,-5.842976281e-03,4.403057450e-10
0.7060010000,0.2250000000,8.355895022e-03,-9.203737540e-10,-5.967691761e-03,4.401403249e-10
0.7070010000,0.2300000000,8.523372265e-03,-9.201933999e-10,-6.092052357e-03,4.399755699e-10
0.7080010000,0.2350000000,8.690083829e-03,-9.200132331e-10,-6.216058340e-03,4.398079273e-10
0.7090010000,0.2400000000,8.856031336e-03,-9.198329066e-10,-6.339709983e-03,4.396420610e-10
0.7100010000,0.2450000000,9.021216404e-03,-9.196526287e-10,-6.463007556e-03,4.394741995e-10
0.7110010000,0.2500000000,9.185640646e-03,-9.194722467e-10,-6.585951332e-03,4.393101095e-10
0.7120010000,0.2550000000,9.349305673e-03,-9.192919760e-10,-6.708541582e-03,4.391440244e-10
0.7130010000,0.2600000000,9.512213093e-03,-9.191115871e-10,-6.830778578e-03,4.389752705e-10
0.7140010000,0.2650000000,9.674364509e-03,-9.189312399e-10,-6.952662589e-03,4.388087391e-10
0.7150010000,0.2700000000,9.835761523e-03,-9.187506984e-10,-7.074193886e-03,4.386433190e-10
0.7160010000,0.2750000000,9.996405731e-03,-9.185703511e-10,-7.195372741e-03,4.384767876e-10
0.7170010000,0.2800000000,1.015629873e-02,-9.183900454e-10,-7.316199423e-03,4.383086988e-10
0.7180010000,0.2850000000,1.031544210e-02,-9.182095247e-10,-7.436674203e-03,4.381419486e-10
0.7190010000,0.2900000000,1.047383744e-02,-9.180289904e-10,-7.556797350e-03,4.379743059e-10
0.7200010000,0.2950000000,1.063148633e-02,-9.178484142e-10,-7.676569135e-03,4.378077746e-10
0.7210010000,0.3000000000,1.078839034e-02,-9.176679975e-10,-7.795989825e-03,4.376390207e-10
0.7220010000,0.3050000000,1.094455106e-02,-9.174875534e-10,-7.915059691e-03,4.374707130e-10
0.7230010000,0.3100000000,1.109997006e-02,-9.173070048e-10,-8.033779002e-03,4.373028514e-10
0.7240010000,0.3150000000,1.125464891e-02,-9.171263382e-10,-8.152148026e-03,4.371369852e-10
0.7250010000,0.3200000000,1.140858917e-02,-9.169459009e-10,-8.270167032e-03,4.369691236e-10
0.7260010000,0.3250000000,1.156179240e-02,-9.167652413e-10,-8.387836289e-03,4.367997046e-10
0.7270010000,0.3300000000,1.171426018e-02,-9.165844502e-10,-8.505156064e-03,4.366327271e-10
0.7280010000,0.3350000000,1.186599404e-02,-9.164039017e-10,-8.622126625e-03,4.364659768e-10
0.7290010000,0.3400000000,1.201699555e-02,-9.162233602e-10,-8.738748241e-03,4.362970040e-10
0.7300010000,0.3450000000,1.216726626e-02,-9.160424510e-10,-8.855021178e-03,4.361300265e-10
0.7310010000,0.3500000000,1.231680771e-02,-9.158619372e-10,-8.970945704e-03,4.359588311e-10
0.7320010000,0.3550000000,1.246562144e-02,-9.156812708e-10,-9.086522087e-03,4.357934111e-10
0.7330010000,0.3600000000,1.261370899e-02,-9.155002989e-10,-9.201750592e-03,4.356251033e-10
0.7340010000,0.3650000000,1.276107190e-02,-9.153195770e-10,-9.316631486e-03,4.354550193e-10
0.7350010000,0.3700000000,1.290771171e-02,-9.151388135e-10,-9.431165037e-03,4.352878228e-10
0.7360010000,0.3750000000,1.305362993e-02,-9.149581192e-10,-9.545351510e-03,4.351190689e-10
0.7370010000,0.3800000000,1.319882810e-02,-9.147772865e-10,-9.659191172e-03,4.349500961e-10
0.7380010000,0.3850000000,1.334330774e-02,-9.145964396e-10,-9.772684287e-03,4.347813422e-10
0.7390010000,0.3900000000,1.348707037e-02,-9.144157038e-10,-9.885831123e-03,4.346123694e-10
0.7400010000,0.3950000000,1.363011750e-02,-9.142349958e-10,-9.998631943e-03,4.344433966e-10
0.7410010000,0.4000000000,1.377245065e-02,-9.140538295e-10,-1.011108701e-02,4.342757540e-10
0.7420010000,0.4050000000,1.391407133e-02,-9.138731215e-10,-1.022319660e-02,4.341061161e-10
0.7430010000,0.4100000000,1.405498104e-02,-9.136922331e-10,-1.033496097e-02,4.339373622e-10
0.7440010000,0.4150000000,1.419518128e-02,-9.135114835e-10,-1.044638038e-02,4.337672781e-10
0.7450010000,0.4200000000,1.433467356e-02,-9.133305256e-10,-1.055745510e-02,4.335983053e-10
0.7460010000,0.4250000000,1.447345937e-02,-9.131494151e-10,-1.066818539e-02,4.334299976e-10
0.7470010000,0.4300000000,1.461154020e-02,-9.129685546e-10,-1.077857152e-02,4.332592484e-10
0.7480010000,0.4350000000,1.474891754e-02,-9.127873609e-10,-1.088861375e-02,4.330904945e-10
0.7490010000,0.4400000000,1.488559288e-02,-9.126065693e-10,-1.099831235e-02,4.329208566e-10
0.7500010000,0.4450000000,1.502156770e-02,-9.124256808e-10,-1.110766757e-02,4.327514377e-10
0.7510010000,0.4500000000,1.515684348e-02,-9.122444593e-10,-1.121667968e-02,4.325820187e-10
0.7520010000,0.4550000000,1.529142170e-02,-9.120636124e-10,-1.132534895e-02,4.324130459e-10
0.7530010000,0.4600000000,1.542530383e-02,-9.118824603e-10,-1.143367563e-02,4.322411854e-10
0.7540010000,0.4650000000,1.555849134e-02,-9.117013777e-10,-1.154166000e-02,4.320728777e-10
0.7550010000,0.4700000000,1.569098570e-02,-9.115201841e-10,-1.164930230e-02,4.319045700e-10
0.7560010000,0.4750000000,1.582278836e-02,-9.113393235e-10,-1.175660281e-02,4.317333747e-10
0.7570010000,0.4800000000,1.595390079e-02,-9.111584488e-10,-1.186356178e-02,4.315626255e-10
0.7580010000,0.4850000000,1.608432445e-02,-9.109770883e-10,-1.197017947e-02,4.313918763e-10
0.7590010000,0.4900000000,1.621406079e-02,-9.107959778e-10,-1.207645616e-02,4.312231224e-10
0.7600010000,0.4950000000,1.634311126e-02,-9.106146453e-10,-1.218239209e-02,4.310530384e-10
0.7610010000,0.5000000000,1.647147731e-02,-9.104334380e-10,-1.228798753e-02,4.308818430e-10
0.7620010000,0.5050000000,1.659916038e-02,-9.102522859e-10,-1.239324275e-02,4.307122051e-10
0.7630010000,0.5100000000,1.672616191e-02,-9.100711891e-10,-1.249815800e-02,4.305398985e-10
0.7640010000,0.5150000000,1.685248333e-02,-9.098899397e-10,-1.260273353e-02,4.303680381e-10
0.7650010000,0.5200000000,1.697812609e-02,-9.097086629e-10,-1.270696962e-02,4.302001766e-10
0.7660010000,0.5250000000,1.710309162e-02,-9.095274966e-10,-1.281086652e-02,4.300300925e-10
0.7670010000,0.5300000000,1.722738133e-02,-9.093461504e-10,-1.291442450e-02,4.298588971e-10
0.7680010000,0.5350000000,1.735099666e-02,-9.091649562e-10,-1.301764380e-02,4.296881480e-10
0.7690010000,0.5400000000,1.747393903e-02,-9.089835821e-10,-1.312052469e-02,4.295176177e-10
0.7700010000,0.5450000000,1.759620986e-02,-9.088023327e-10,-1.322306744e-02,4.293455384e-10
0.7710010000,0.5500000000,1.771781055e-02,-9.086210560e-10,-1.332527229e-02,4.291738969e-10
0.7720010000,0.5550000000,1.783874253e-02,-9.084396818e-10,-1.342713951e-02,4.290031477e-10
0.7730010000,0.5600000000,1.795900720e-02,-9.082585161e-10,-1.352866935e-02,4.288312873e-10
0.7740010000,0.5650000000,1.807860596e-02,-9.080766974e-10,-1.362986208e-02,4.286612032e-10
0.7750010000,0.5700000000,1.819754022e-02,-9.078955037e-10,-1.373071795e-02,4.284871202e-10
0.7760010000,0.5750000000,1.831581138e-02,-9.077140323e-10,-1.383123722e-02,4.283168172e-10
0.7770010000,0.5800000000,1.843342084e-02,-9.075327834e-10,-1.393142015e-02,4.281445106e-10
0.7780010000,0.5850000000,1.855036998e-02,-9.073512425e-10,-1.403126699e-02,4.279726502e-10
0.7790010000,0.5900000000,1.866666019e-02,-9.071700762e-10,-1.413077801e-02,4.278001247e-10
0.7800010000,0.5950000000,1.878229287e-02,-9.069885358e-10,-1.422995345e-02,4.276264879e-10
0.7810010000,0.6000000000,1.889726940e-02,-9.068068560e-10,-1.432879358e-02,4.274539624e-10
0.7820010000,0.6050000000,1.901159115e-02,-9.066254124e-10,-1.442729866e-02,4.272796605e-10
0.7830010000,0.6100000000,1.912525951e-02,-9.064436637e-10,-1.452546893e-02,4.271038012e-10
0.7840010000,0.6150000000,1.923827584e-02,-9.062624979e-10,-1.462330465e-02,4.269263928e-10
0.7850010000,0.6200000000,1.935064152e-02,-9.060811375e-10,-1.472080609e-02,4.267529749e-10
0.7860010000,0.6250000000,1.946235792e-02,-9.058997908e-10,-1.481797350e-02,4.265840021e-10
0.7870010000,0.6300000000,1.957342640e-02,-9.057175979e-10,-1.491480713e-02,4.264134718e-10
0.7880010000,0.6350000000,1.968384832e-02,-9.055362512e-10,-1.501130723e-02,4.262451641e-10
0.7890010000,0.6400000000,1.979362505e-02,-9.053545856e-10,-1.510747407e-02,4.260721924e-10
0.7900010000,0.6450000000,1.990275793e-02,-9.051731978e-10,-1.520330790e-02,4.259038847e-10
0.7910010000,0.6500000000,2.001124832e-02,-9.049913938e-10,-1.529880897e-02,4.257320243e-10
0.7920010000,0.6550000000,2.011909757e-02,-9.048098808e-10,-1.539397754e-02,4.255623864e-10
0.7930010000,0.6600000000,2.022630703e-02,-9.046281041e-10,-1.548881385e-02,4.253905259e-10
0.7940010000,0.6650000000,2.033287803e-02,-9.044465911e-10,-1.558331818e-02,4.252199957e-10
0.7950010000,0.6700000000,2.043881192e-02,-9.042650223e-10,-1.567749077e-02,4.250481353e-10
0.7960010000,0.6750000000,2.054411004e-02,-9.040829821e-10,-1.577133186e-02,4.248773861e-10
0.7970010000,0.6800000000,2.064877372e-02,-9.039013165e-10,-1.586484173e-02,4.247037493e-10
0.7980010000,0.6850000000,2.075280429e-02,-9.037195119e-10,-1.595802062e-02,4.245314427e-10
0.7990010000,0.6900000000,2.085620307e-02,-9.035378605e-10,-1.605086878e-02,4.243618048e-10
0.8000010000,0.6950000000,2.095897140e-02,-9.033561113e-10,-1.614338646e-02,4.241888331e-10
0.8010010000,0.7000000000,2.106111060e-02,-9.031744462e-10,-1.623557393e-02,4.240174189e-10
0.8020010000,0.7050000000,2.116262198e-02,-9.029922807e-10,-1.632743143e-02,4.238462235e-10
0.8030010000,0.7100000000,2.126350686e-02,-9.028104899e-10,-1.641895921e-02,4.236743631e-10
0.8040010000,0.7150000000,2.136376655e-02,-9.026290189e-10,-1.651015753e-02,4.235018376e-10
0.8050010000,0.7200000000,2.146340237e-02,-9.024466035e-10,-1.660102663e-02,4.233284197e-10
0.8060010000,0.7250000000,2.156241561e-02,-9.022650631e-10,-1.669156678e-02,4.231576705e-10
0.8070010000,0.7300000000,2.166080759e-02,-9.020828282e-10,-1.678177821e-02,4.229846988e-10
0.8080010000,0.7350000000,2.175857961e-02,-9.019010800e-10,-1.687166119e-02,4.228115082e-10
0.8090010000,0.7400000000,2.185573295e-02,-9.017192197e-10,-1.696121596e-02,4.226403129e-10
0.8100010000,0.7450000000,2.195226893e-02,-9.015371379e-10,-1.705044278e-02,4.224691175e-10
0.8110010000,0.7500000000,2.204818882e-02,-9.013551392e-10,-1.713934189e-02,4.222959269e-10
0.8120010000,0.7550000000,2.214349392e-02,-9.011729743e-10,-1.722791355e-02,4.221222901e-10
0.8130010000,0.7600000000,2.223818551e-02,-9.009906978e-10,-1.731615800e-02,4.219510948e-10
0.8140010000,0.7650000000,2.233226489e-02,-9.008085602e-10,-1.740407550e-02,4.217781231e-10
0.8150010000,0.7700000000,2.242573332e-02,-9.006265615e-10,-1.749166629e-02,4.216071550e-10
0.8160010000,0.7750000000,2.251859208e-02,-9.004435084e-10,-1.757893063e-02,4.214330721e-10
0.8170010000,0.7800000000,2.261084246e-02,-9.002619538e-10,-1.766586876e-02,4.212601004e-10
0.8180010000,0.7850000000,2.270248571e-02,-9.000793995e-10,-1.775248094e-02,4.210864636e-10
0.8190010000,0.7900000000,2.279352311e-02,-8.998970956e-10,-1.783876741e-02,4.209146031e-10
0.8200010000,0.7950000000,2.288395593e-02,-8.997145697e-10,-1.792472842e-02,4.207434078e-10
0.8210010000,0.8000000000,2.297378543e-02,-8.995316544e-10,-1.801036422e-02,4.205679947e-10
0.8220010000,0.8050000000,2.306301285e-02,-8.993486297e-10,-1.809567506e-02,4.203961342e-10
0.8230010000,0.8100000000,2.315163948e-02,-8.991657702e-10,-1.818066119e-02,4.202236087e-10
0.8240010000,0.8150000000,2.323966655e-02,-8.989830223e-10,-1.826532285e-02,4.200517483e-10
0.8250010000,0.8200000000,2.332709531e-02,-8.987988863e-10,-1.834966030e-02,4.198787766e-10
0.8260010000,0.8250000000,2.341392703e-02,-8.986160278e-10,-1.843367378e-02,4.197044747e-10
0.8270010000,0.8300000000,2.350016293e-02,-8.984308648e-10,-1.851736353e-02,4.195315030e-10
0.8280010000,0.8350000000,2.358580427e-02,-8.982468403e-10,-1.860072981e-02,4.193596426e-10
0.8290010000,0.8400000000,2.367085228e-02,-8.980608175e-10,-1.868377286e-02,4.191853407e-10
0.8300010000,0.8450000000,2.375530820e-02,-8.978731014e-10,-1.876649293e-02,4.190123690e-10
0.8310010000,0.8500000000,2.383917326e-02,-8.976852149e-10,-1.884889026e-02,4.188398435e-10
0.8320010000,0.8550000000,2.392244869e-02,-8.975080465e-10,-1.893096511e-02,4.186662067e-10
0.8330010000,0.8600000000,2.400513573e-02,-8.973287681e-10,-1.901271771e-02,4.184932350e-10
0.8340010000,0.8650000000,2.408723560e-02,-8.971479912e-10,-1.909414832e-02,4.183189331e-10
0.8350010000,0.8700000000,2.416874951e-02,-8.969676026e-10,-1.917525718e-02,4.181464076e-10
0.8360010000,0.8750000000,2.424967869e-02,-8.967862143e-10,-1.925604453e-02,4.179723246e-10
0.8370010000,0.8800000000,2.433002435e-02,-8.966045481e-10,-1.933651062e-02,4.177986878e-10
0.8380010000,0.8850000000,2.440978772e-02,-8.964228557e-10,-1.941665570e-02,4.176257161e-10
0.8390010000,0.8900000000,2.448896999e-02,-8.962409117e-10,-1.949648001e-02,4.174538557e-10
0.8400010000,0.8950000000,2.456757239e-02,-8.960589688e-10,-1.957598380e-02,4.172788888e-10
0.8410010000,0.9000000000,2.464559610e-02,-8.958762767e-10,-1.965516731e-02,4.171041407e-10
0.8420010000,0.9050000000,2.472304234e-02,-8.956947494e-10,-1.973403078e-02,4.169318341e-10
0.8430010000,0.9100000000,2.479991231e-02,-8.955118068e-10,-1.981257446e-02,4.167593086e-10
0.8440010000,0.9150000000,2.487620720e-02,-8.953297808e-10,-1.989079859e-02,4.165856718e-10
0.8450010000,0.9200000000,2.495192821e-02,-8.951476716e-10,-1.996870342e-02,4.164120350e-10
0.8460010000,0.9250000000,2.502707652e-02,-8.949648952e-10,-2.004628919e-02,4.162383982e-10
0.8470010000,0.9300000000,2.510165333e-02,-8.947825914e-10,-2.012355614e-02,4.160640963e-10
0.8480010000,0.9350000000,2.517565982e-02,-8.945992878e-10,-2.020050452e-02,4.158917897e-10
0.8490010000,0.9400000000,2.524909718e-02,-8.944172060e-10,-2.027713456e-02,4.157157115e-10
0.8500010000,0.9450000000,2.532196659e-02,-8.942343191e-10,-2.035344652e-02,4.155420747e-10
0.8510010000,0.9500000000,2.539426922e-02,-8.940521542e-10,-2.042944064e-02,4.153684379e-10
0.8520010000,0.9550000000,2.546600625e-02,-8.938694883e-10,-2.050511715e-02,4.151936899e-10
0.8530010000,0.9600000000,2.553717884e-02,-8.936867961e-10,-2.058047630e-02,4.150211643e-10
0.8540010000,0.9650000000,2.560778818e-02,-8.935034925e-10,-2.065551834e-02,4.148468625e-10
0.8550010000,0.9700000000,2.567783543e-02,-8.933212171e-10,-2.073024349e-02,4.146745558e-10
0.8560010000,0.9750000000,2.574732174e-02,-8.931383302e-10,-2.080465202e-02,4.144995889e-10
0.8570010000,0.9800000000,2.581624829e-02,-8.929552487e-10,-2.087874414e-02,4.143255059e-10
0.8580010000,0.9850000000,2.588461622e-02,-8.927728617e-10,-2.095252012e-02,4.141540917e-10
0.8590010000,0.9900000000,2.595242671e-02,-8.925894192e-10,-2.102598018e-02,4.139746796e-10
0.8600010000,0.9950000000,2.601968089e-02,-8.924070038e-10,-2.109912457e-02,4.138028192e-10
