time,pulldown_on,pulldown_off,pullup_on,pullup_off
9.47500000e-09,2.13101667,3.29995107,1.11569254,4.7963195e-05
9.50000000e-09,2.13085309,3.29995247,1.11575745,4.6942415e-05
9.52500000e-09,2.13069286,3.29995382,1.11582067,4.5943294e-05
9.55000000e-09,2.13053591,3.29995514,1.11588226,4.4965377e-05
9.57500000e-09,2.13038218,3.29995642,1.11594225,4.4008215e-05
9.60000000e-09,2.13023160,3.29995766,1.11600069,4.3071370e-05
9.62500000e-09,2.13008410,3.29995887,1.11605761,4.2154414e-05
9.65000000e-09,2.12993962,3.29996005,1.11611306,4.1256927e-05
9.67500000e-09,2.12979810,3.29996119,1.11616707,4.0378498e-05
9.70000000e-09,2.12965947,3.29996229,1.11621967,3.9518724e-05
9.72500000e-09,2.12952369,3.29996337,1.11627092,3.8677211e-05
9.75000000e-09,2.12939068,3.29996442,1.11632084,3.7853573e-05
9.77500000e-09,2.12926040,3.29996543,1.11636946,3.7047433e-05
9.80000000e-09,2.12913278,3.29996642,1.11641682,3.6258421e-05
9.82500000e-09,2.12900777,3.29996738,1.11646295,3.5486173e-05
9.85000000e-09,2.12888533,3.29996831,1.11650789,3.4730337e-05
9.87500000e-09,2.12876538,3.29996921,1.11655166,3.3990564e-05
9.90000000e-09,2.12864790,3.29997009,1.11659430,3.3266515e-05
9.92500000e-09,2.12853281,3.29997095,1.11663583,3.2557857e-05
9.95000000e-09,2.12842008,3.29997178,1.11667629,3.1864264e-05
9.97500000e-09,2.12830966,3.29997258,1.11671570,3.1185418e-05
1.00000000e-08,2.12820149,3.29997337,1.11675408,3.0521006e-05
1.00250000e-08,2.12809554,3.29997413,1.11679147,2.9870722e-05
1.00500000e-08,2.12799175,3.29997487,1.11682789,2.9234268e-05
1.00750000e-08,2.12789009,3.29997558,1.11686337,2.8611350e-05
1.01000000e-08,2.12779051,3.29997628,1.11689792,2.8001681e-05
1.01250000e-08,2.12769296,3.29997696,1.11693158,2.7404980e-05
1.01500000e-08,2.12759741,3.29997762,1.11696437,2.6820974e-05
1.01750000e-08,2.12750381,3.29997826,1.11699630,2.6249392e-05
1.02000000e-08,2.12741212,3.29997888,1.11702741,2.5689972e-05
1.02250000e-08,2.12732231,3.29997948,1.11705771,2.5142455e-05
1.02500000e-08,2.12723434,3.29998007,1.11708723,2.4606588e-05
1.02750000e-08,2.12714816,3.29998064,1.11711598,2.4082126e-05
1.03000000e-08,2.12706375,3.29998119,1.11714399,2.3568826e-05
1.03250000e-08,2.12698106,3.29998173,1.11717126,2.3066450e-05
1.03500000e-08,2.12690006,3.29998225,1.11719784,2.2574768e-05
1.03750000e-08,2.12682072,3.29998276,1.11722372,2.2093552e-05
1.04000000e-08,2.12674300,3.29998325,1.11724893,2.1622580e-05
1.04250000e-08,2.12666687,3.29998373,1.11727349,2.1161635e-05
1.04500000e-08,2.12659229,3.29998419,1.11729741,2.0710504e-05
1.04750000e-08,2.12651924,3.29998464,1.11732071,2.0268978e-05
1.05000000e-08,2.12644768,3.29998508,1.11734340,1.9836854e-05
1.05250000e-08,2.12637758,3.29998551,1.11736551,1.9413931e-05
1.05500000e-08,2.12630892,3.29998592,1.11738704,1.9000015e-05
1.05750000e-08,2.12624166,3.29998632,1.11740802,1.8594914e-05
1.06000000e-08,2.12617577,3.29998672,1.11742845,1.8198440e-05
1.06250000e-08,2.12611123,3.29998709,1.11744835,1.7810411e-05
1.06500000e-08,2.12604801,3.29998746,1.11746774,1.7430647e-05
1.06750000e-08,2.12598608,3.29998782,1.11748662,1.7058973e-05
1.07000000e-08,2.12592541,3.29998817,1.11750501,1.6695215e-05
1.07250000e-08,2.12586598,3.29998851,1.11752293,1.6339207e-05
1.07500000e-08,2.12580777,3.29998884,1.11754038,1.5990784e-05
1.07750000e-08,2.12575075,3.29998916,1.11755738,1.5649783e-05
1.08000000e-08,2.12569489,3.29998947,1.11757393,1.5316048e-05
1.08250000e-08,2.12564017,3.29998977,1.11759006,1.4989424e-05
1.08500000e-08,2.12558657,3.29999006,1.11760577,1.4669759e-05
1.08750000e-08,2.12553407,3.29999034,1.11762107,1.4356906e-05
1.09000000e-08,2.12548264,3.29999062,1.11763598,1.4050719e-05
1.09250000e-08,2.12543226,3.29999089,1.11765050,1.3751058e-05
1.09500000e-08,2.12538290,3.29999115,1.11766464,1.3457782e-05
1.09750000e-08,2.12533456,3.29999140,1.11767842,1.3170757e-05
1.10000000e-08,2.12528720,3.29999165,1.11769183,1.2889850e-05
1.10250000e-08,2.12524081,3.29999188,1.11770490,1.2614929e-05
1.10500000e-08,2.12519537,3.29999212,1.11771764,1.2345868e-05
1.10750000e-08,2.12515085,3.29999234,1.11773004,1.2082543e-05
1.11000000e-08,2.12510725,3.29999256,1.11774211,1.1824830e-05
1.11250000e-08,2.12506453,3.29999277,1.11775388,1.1572610e-05
1.11500000e-08,2.12502269,3.29999298,1.11776534,1.1325768e-05
1.11750000e-08,2.12498170,3.29999318,1.11777650,1.1084187e-05
1.12000000e-08,2.12494155,3.29999338,1.11778738,1.0847757e-05
1.12250000e-08,2.12490222,3.29999356,1.11779797,1.0616367e-05
1.12500000e-08,2.12486369,3.29999375,1.11780829,1.0389911e-05
1.12750000e-08,2.12482594,3.29999393,1.11781834,1.0168282e-05
1.13000000e-08,2.12478897,3.29999410,1.11782813,9.9513789e-06
1.13250000e-08,2.12475276,3.29999427,1.11783766,9.7391005e-06
1.13500000e-08,2.12471728,3.29999443,1.11784695,9.5313484e-06
1.13750000e-08,2.12468253,3.29999459,1.11785599,9.3280261e-06
1.14000000e-08,2.12464848,3.29999475,1.11786481,9.1290394e-06
1.14250000e-08,2.12461513,3.29999490,1.11787339,8.9342958e-06
1.14500000e-08,2.12458247,3.29999504,1.11788175,8.7437051e-06
1.14750000e-08,2.12455047,3.29999518,1.11788989,8.5571787e-06
1.15000000e-08,2.12451912,3.29999532,1.11789783,8.3746300e-06
1.15250000e-08,2.12448841,3.29999546,1.11790555,8.1959744e-06
1.15500000e-08,2.12445833,3.29999559,1.11791308,8.0211289e-06
1.15750000e-08,2.12442886,3.29999571,1.11792041,7.8500124e-06
1.16000000e-08,2.12440000,3.29999583,1.11792755,7.6825453e-06
1.16250000e-08,2.12437172,3.29999595,1.11793451,7.5186499e-06
1.16500000e-08,2.12434402,3.29999607,1.11794128,7.3582502e-06
1.16750000e-08,2.12431689,3.29999618,1.11794788,7.2012716e-06
1.17000000e-08,2.12429031,3.29999629,1.11795431,7.0476412e-06
1.17250000e-08,2.12426427,3.29999640,1.11796057,6.8972878e-06
1.17500000e-08,2.12423877,3.29999650,1.11796667,6.7501414e-06
1.17750000e-08,2.12421378,3.29999660,1.11797261,6.6061337e-06
1.18000000e-08,2.12418931,3.29999670,1.11797840,6.4651978e-06
1.18250000e-08,2.12416533,3.29999679,1.11798404,6.3272682e-06
1.18500000e-08,2.12414185,3.29999688,1.11798953,6.1922809e-06
1.18750000e-08,2.12411884,3.29999697,1.11799487,6.0601732e-06
1.19000000e-08,2.12409630,3.29999706,1.11800008,5.9308836e-06
1.19250000e-08,2.12407423,3.29999714,1.11800516,5.8043522e-06
1.19500000e-08,2.12405260,3.29999722,1.11801010,5.6805201e-06
1.19750000e-08,2.12403142,3.29999730,1.11801491,5.5593297e-06
1.20000000e-08,2.12401066,3.29999738,1.11801960,5.4407247e-06
1.20250000e-08,2.12399033,3.29999745,1.11802417,5.3246502e-06
1.20500000e-08,2.12397042,3.29999753,1.11802862,5.2110519e-06
1.20750000e-08,2.12395091,3.29999760,1.11803295,5.0998773e-06
1.21000000e-08,2.12393180,3.29999767,1.11803718,4.9910746e-06
1.21250000e-08,2.12391308,3.29999773,1.11804129,4.8845933e-06
1.21500000e-08,2.12389474,3.29999780,1.11804529,4.7803837e-06
1.21750000e-08,2.12387678,3.29999786,1.11804919,4.6783976e-06
1.22000000e-08,2.12385918,3.29999792,1.11805299,4.5785875e-06
1.22250000e-08,2.12384194,3.29999798,1.11805670,4.4809070e-06
1.22500000e-08,2.12382506,3.29999804,1.11806030,4.3853107e-06
1.22750000e-08,2.12380852,3.29999810,1.11806381,4.2917541e-06
1.23000000e-08,2.12379231,3.29999815,1.11806723,4.2001937e-06
1.23250000e-08,2.12377644,3.29999820,1.11807057,4.1105871e-06
1.23500000e-08,2.12376089,3.29999825,1.11807381,4.0228924e-06
1.23750000e-08,2.12374566,3.29999830,1.11807697,3.9370689e-06
1.24000000e-08,2.12373074,3.29999835,1.11808005,3.8530768e-06
1.24250000e-08,2.12371612,3.29999840,1.11808305,3.7708770e-06
1.24500000e-08,2.12370180,3.29999845,1.11808597,3.6904312e-06
1.24750000e-08,2.12368778,3.29999849,1.11808882,3.6117020e-06
1.25000000e-08,2.12367404,3.29999853,1.11809159,3.5346528e-06
1.25250000e-08,2.12366058,3.29999857,1.11809429,3.4592478e-06
1.25500000e-08,2.12364739,3.29999862,1.11809692,3.3854519e-06
1.25750000e-08,2.12363447,3.29999865,1.11809949,3.3132308e-06
1.26000000e-08,2.12362182,3.29999869,1.11810198,3.2425509e-06
1.26250000e-08,2.12360943,3.29999873,1.11810441,3.1733793e-06
1.26500000e-08,2.12359729,3.29999877,1.11810678,3.1056839e-06
1.26750000e-08,2.12358539,3.29999880,1.11810909,3.0394331e-06
1.27000000e-08,2.12357374,3.29999884,1.11811133,2.9745961e-06
1.27250000e-08,2.12356233,3.29999887,1.11811352,2.9111429e-06
1.27500000e-08,2.12355115,3.29999890,1.11811565,2.8490438e-06
1.27750000e-08,2.12354020,3.29999893,1.11811773,2.7882699e-06
1.28000000e-08,2.12352947,3.29999896,1.11811975,2.7287931e-06
1.28250000e-08,2.12351896,3.29999899,1.11812172,2.6705856e-06
1.28500000e-08,2.12350866,3.29999902,1.11812364,2.6136203e-06
1.28750000e-08,2.12349858,3.29999905,1.11812551,2.5578708e-06
1.29000000e-08,2.12348870,3.29999908,1.11812733,2.5033111e-06
1.29250000e-08,2.12347902,3.29999910,1.11812910,2.4499158e-06
1.29500000e-08,2.12346954,3.29999913,1.11813083,2.3976601e-06
1.29750000e-08,2.12346025,3.29999915,1.11813251,2.3465197e-06
1.30000000e-08,2.12345115,3.29999918,1.11813415,2.2964707e-06
1.30250000e-08,2.12344224,3.29999920,1.11813575,2.2474899e-06
1.30500000e-08,2.12343351,3.29999922,1.11813730,2.1995545e-06
1.30750000e-08,2.12342496,3.29999925,1.11813882,2.1526422e-06
1.31000000e-08,2.12341658,3.29999927,1.11814029,2.1067312e-06
1.31250000e-08,2.12340837,3.29999929,1.11814173,2.0618000e-06
1.31500000e-08,2.12340033,3.29999931,1.11814313,2.0178278e-06
1.31750000e-08,2.12339246,3.29999933,1.11814449,1.9747942e-06
1.32000000e-08,2.12338474,3.29999935,1.11814582,1.9326790e-06
1.32250000e-08,2.12337719,3.29999937,1.11814711,1.8914628e-06
1.32500000e-08,2.12336978,3.29999938,1.11814837,1.8511262e-06
1.32750000e-08,2.12336253,3.29999940,1.11814960,1.8116506e-06
1.33000000e-08,2.12335543,3.29999942,1.11815079,1.7730176e-06
1.33250000e-08,2.12334847,3.29999944,1.11815196,1.7352091e-06
1.33500000e-08,2.12334165,3.29999945,1.11815309,1.6982077e-06
1.33750000e-08,2.12333497,3.29999947,1.11815420,1.6619960e-06
1.34000000e-08,2.12332843,3.29999948,1.11815527,1.6265572e-06
1.34250000e-08,2.12332202,3.29999950,1.11815632,1.5918749e-06
1.34500000e-08,2.12331575,3.29999951,1.11815734,1.5579328e-06
1.34750000e-08,2.12330960,3.29999953,1.11815834,1.5247153e-06
1.35000000e-08,2.12330357,3.29999954,1.11815931,1.4922067e-06
1.35250000e-08,2.12329767,3.29999955,1.11816025,1.4603921e-06
1.35500000e-08,2.12329189,3.29999957,1.11816117,1.4292565e-06
1.35750000e-08,2.12328623,3.29999958,1.11816206,1.3987855e-06
1.36000000e-08,2.12328068,3.29999959,1.11816294,1.3689650e-06
1.36250000e-08,2.12327525,3.29999960,1.11816379,1.3397809e-06
1.36500000e-08,2.12326992,3.29999961,1.11816461,1.3112198e-06
1.36750000e-08,2.12326471,3.29999962,1.11816542,1.2832684e-06
1.37000000e-08,2.12325960,3.29999963,1.11816620,1.2559136e-06
1.37250000e-08,2.12325460,3.29999964,1.11816697,1.2291427e-06
1.37500000e-08,2.12324969,3.29999965,1.11816771,1.2029432e-06
1.37750000e-08,2.12324489,3.29999966,1.11816844,1.1773030e-06
1.38000000e-08,2.12324019,3.29999967,1.11816915,1.1522101e-06
1.38250000e-08,2.12323558,3.29999968,1.11816983,1.1276529e-06
1.38500000e-08,2.12323107,3.29999969,1.11817051,1.1036198e-06
1.38750000e-08,2.12322664,3.29999970,1.11817116,1.0800997e-06
1.39000000e-08,2.12322231,3.29999971,1.11817179,1.0570817e-06
1.39250000e-08,2.12321807,3.29999972,1.11817241,1.0345551e-06
1.39500000e-08,2.12321391,3.29999973,1.11817302,1.0125093e-06
1.39750000e-08,2.12320984,3.29999973,1.11817361,9.9093408e-07
1.40000000e-08,2.12320585,3.29999974,1.11817418,9.6981943e-07
1.40250000e-08,2.12320194,3.29999975,1.11817474,9.4915551e-07
1.40500000e-08,2.12319812,3.29999976,1.11817528,9.2893268e-07
1.40750000e-08,2.12319437,3.29999976,1.11817581,9.0914153e-07
1.41000000e-08,2.12319069,3.29999977,1.11817632,8.8977287e-07
1.41250000e-08,2.12318709,3.29999978,1.11817683,8.7081765e-07
1.41500000e-08,2.12318357,3.29999978,1.11817732,8.5226707e-07
1.41750000e-08,2.12318012,3.29999979,1.11817779,8.3411248e-07
1.42000000e-08,2.12317673,3.29999979,1.11817826,8.1634543e-07
1.42250000e-08,2.12317342,3.29999980,1.11817871,7.9895765e-07
1.42500000e-08,2.12317017,3.29999981,1.11817915,7.8194104e-07
1.42750000e-08,2.12316699,3.29999981,1.11817958,7.6528769e-07
1.43000000e-08,2.12316388,3.29999982,1.11817999,7.4898983e-07
1.43250000e-08,2.12316083,3.29999982,1.11818040,7.3303989e-07
1.43500000e-08,2.12315784,3.29999983,1.11818080,7.1743042e-07
1.43750000e-08,2.12315491,3.29999983,1.11818118,7.0215417e-07
1.44000000e-08,2.12315204,3.29999984,1.11818156,6.8720403e-07
1.44250000e-08,2.12314923,3.29999984,1.11818193,6.7257302e-07
1.44500000e-08,2.12314648,3.29999985,1.11818228,6.5825436e-07
1.44750000e-08,2.12314378,3.29999985,1.11818263,6.4424135e-07
1.45000000e-08,2.12314114,3.29999985,1.11818297,6.3052749e-07
1.45250000e-08,2.12313856,3.29999986,1.11818330,6.1710637e-07
1.45500000e-08,2.12313602,3.29999986,1.11818362,6.0397176e-07
1.45750000e-08,2.12313354,3.29999987,1.11818393,5.9111754e-07
1.46000000e-08,2.12313111,3.29999987,1.11818424,5.7853773e-07
1.46250000e-08,2.12312872,3.29999987,1.11818453,5.6622646e-07
1.46500000e-08,2.12312639,3.29999988,1.11818482,5.5417801e-07
1.46750000e-08,2.12312410,3.29999988,1.11818511,5.4238675e-07
1.47000000e-08,2.12312186,3.29999988,1.11818538,5.3084722e-07
1.47250000e-08,2.12311967,3.29999989,1.11818565,5.1955402e-07
1.47500000e-08,2.12311752,3.29999989,1.11818591,5.0850191e-07
1.47750000e-08,2.12311541,3.29999989,1.11818616,1.6050246e-07
1.48000000e-08,2.12311335,3.29999990,1.11818641,0.
1.48250000e-08,2.12311133,3.29999990,1.11818665,0.
1.48500000e-08,2.12310935,3.29999990,1.11818688,0.
1.48750000e-08,2.12310741,3.29999991,1.11818711,0.
1.49000000e-08,2.12310551,3.29999991,1.11818733,0.
1.49250000e-08,2.12310365,3.29999991,1.11818755,0.
1.49500000e-08,2.12310183,3.29999991,1.11818776,0.
1.49750000e-08,2.12310004,3.29999992,1.11818797,0.
1.50000000e-08,2.12309829,3.29999992,1.11818817,0.
